group_id,artifact_id,version_number
com.android.support,support-vector-drawable,23.3.0
com.android.support,support-vector-drawable,23.4.0
com.android.support,support-vector-drawable,24.0.0
com.android.support,support-vector-drawable,24.0.0-alpha1
com.android.support,support-vector-drawable,24.0.0-alpha2
com.android.support,support-vector-drawable,24.0.0-beta1
com.android.support,support-vector-drawable,24.1.0
com.android.support,support-vector-drawable,24.1.1
com.android.support,support-vector-drawable,24.2.0
com.android.support,support-vector-drawable,24.2.1
com.android.support,support-vector-drawable,25.0.0
com.android.support,support-vector-drawable,25.0.1
com.android.support,support-vector-drawable,25.1.0
com.android.support,support-vector-drawable,25.1.1
com.android.support,support-vector-drawable,25.2.0
com.android.support,support-vector-drawable,25.3.0
com.android.support,support-vector-drawable,26.0.0-alpha1
com.android.support.test.espresso,espresso-contrib,2.0
com.android.support.test.espresso,espresso-contrib,2.1
com.android.support.test.espresso,espresso-contrib,2.2
com.android.support.test.espresso,espresso-contrib,2.2.1
com.android.support.test.espresso,espresso-contrib,2.2.2
com.android.support.test.espresso,espresso-contrib,2.3-alpha
com.android.support.test.espresso,espresso-core,2.0
com.android.support.test.espresso,espresso-core,2.1
com.android.support.test.espresso,espresso-core,2.2
com.android.support.test.espresso,espresso-core,2.2.1
com.android.support.test.espresso,espresso-core,2.2.2
com.android.support.test.espresso,espresso-core,2.3-alpha
com.android.support.test.espresso,espresso-idling-resource,2.0
com.android.support.test.espresso,espresso-idling-resource,2.1
com.android.support.test.espresso,espresso-idling-resource,2.2
com.android.support.test.espresso,espresso-idling-resource,2.2.1
com.android.support.test.espresso,espresso-idling-resource,2.2.2
com.android.support.test.espresso,espresso-idling-resource,2.3-alpha
com.android.support.test.espresso,espresso-intents,2.1
com.android.support.test.espresso,espresso-intents,2.2
com.android.support.test.espresso,espresso-intents,2.2.1
com.android.support.test.espresso,espresso-intents,2.2.2
com.android.support.test.espresso,espresso-intents,2.3-alpha
com.android.support.test.espresso,espresso-web,2.2
com.android.support.test.espresso,espresso-web,2.2.1
com.android.support.test.espresso,espresso-web,2.2.2
com.android.support.test.espresso,espresso-web,2.3-alpha
com.android.support.test,exposed-instrumentation-api-publish,0.2
com.android.support.test,exposed-instrumentation-api-publish,0.3
com.android.support.test,exposed-instrumentation-api-publish,0.4
com.android.support.test,exposed-instrumentation-api-publish,0.4.1
com.android.support.test,exposed-instrumentation-api-publish,0.5
com.android.support.test,exposed-instrumentation-api-publish,0.6-alpha
com.android.support.test.janktesthelper,janktesthelper-v23,1.0.0
com.android.support.test.janktesthelper,janktesthelper-v23,1.0.1
com.android.support.test,rules,0.2
com.android.support.test,rules,0.3
com.android.support.test,rules,0.4
com.android.support.test,rules,0.4.1
com.android.support.test,rules,0.5
com.android.support.test,rules,0.6-alpha
com.android.support.test,runner,0.2
com.android.support.test,runner,0.3
com.android.support.test,runner,0.4
com.android.support.test,runner,0.4.1
com.android.support.test,runner,0.5
com.android.support.test,runner,0.6-alpha
com.android.support.test,testing-support-lib,0.1
com.android.support.test.uiautomator,uiautomator-v18,2.0.0
com.android.support.test.uiautomator,uiautomator-v18,2.1.0
com.android.support.test.uiautomator,uiautomator-v18,2.1.1
com.android.support.test.uiautomator,uiautomator-v18,2.1.2
com.android.support,transition,24.2.0
com.android.support,transition,24.2.1
com.android.support,transition,25.0.0
com.android.support,transition,25.0.1
com.android.support,transition,25.1.0
com.android.support,transition,25.1.1
com.android.support,transition,25.2.0
com.android.support,transition,25.3.0
com.android.support,transition,26.0.0-alpha1
com.android.support,wearable,26.0.0-alpha1
com.google.android.gms,play-services,10.0.0
com.google.android.gms,play-services,10.0.1
com.google.android.gms,play-services,10.2.0
com.google.android.gms,play-services,10.2.1
com.google.android.gms,play-services,3.1.36
com.google.android.gms,play-services,3.1.59
com.google.android.gms,play-services,3.2.25
com.google.android.gms,play-services,3.2.65
com.google.android.gms,play-services,4.0.30
com.google.android.gms,play-services,4.1.32
com.google.android.gms,play-services,4.2.42
com.google.android.gms,play-services,4.3.23
com.google.android.gms,play-services,4.4.52
com.google.android.gms,play-services,5.0.89
com.google.android.gms,play-services,6.1.11
com.google.android.gms,play-services,6.1.71
com.google.android.gms,play-services,6.5.87
com.google.android.gms,play-services,7.0.0
com.google.android.gms,play-services,7.3.0
com.google.android.gms,play-services,7.5.0
com.google.android.gms,play-services,7.8.0
com.google.android.gms,play-services,8.1.0
com.google.android.gms,play-services,8.3.0
com.google.android.gms,play-services,8.4.0
com.google.android.gms,play-services,9.0.0
com.google.android.gms,play-services,9.0.1
com.google.android.gms,play-services,9.0.2
com.google.android.gms,play-services,9.2.0
com.google.android.gms,play-services,9.2.1
com.google.android.gms,play-services,9.4.0
com.google.android.gms,play-services,9.6.0
com.google.android.gms,play-services,9.6.1
com.google.android.gms,play-services,9.8.0
com.google.android.gms,play-services-ads,10.0.0
com.google.android.gms,play-services-ads,10.0.1
com.google.android.gms,play-services-ads,10.2.0
com.google.android.gms,play-services-ads,10.2.1
com.google.android.gms,play-services-ads,6.5.87
com.google.android.gms,play-services-ads,7.0.0
com.google.android.gms,play-services-ads,7.3.0
com.google.android.gms,play-services-ads,7.5.0
com.google.android.gms,play-services-ads,7.8.0
com.google.android.gms,play-services-ads,8.1.0
com.google.android.gms,play-services-ads,8.3.0
com.google.android.gms,play-services-ads,8.4.0
com.google.android.gms,play-services-ads,9.0.0
com.google.android.gms,play-services-ads,9.0.1
com.google.android.gms,play-services-ads,9.0.2
com.google.android.gms,play-services-ads,9.2.0
com.google.android.gms,play-services-ads,9.2.1
com.google.android.gms,play-services-ads,9.4.0
com.google.android.gms,play-services-ads,9.6.0
com.google.android.gms,play-services-ads,9.6.1
com.google.android.gms,play-services-ads,9.8.0
com.google.android.gms,play-services-ads-lite,10.0.0
com.google.android.gms,play-services-ads-lite,10.0.1
com.google.android.gms,play-services-ads-lite,10.2.0
com.google.android.gms,play-services-ads-lite,10.2.1
com.google.android.gms,play-services-ads-lite,9.0.0
com.google.android.gms,play-services-ads-lite,9.0.1
com.google.android.gms,play-services-ads-lite,9.0.2
com.google.android.gms,play-services-ads-lite,9.2.0
com.google.android.gms,play-services-ads-lite,9.2.1
com.google.android.gms,play-services-ads-lite,9.4.0
com.google.android.gms,play-services-ads-lite,9.6.0
com.google.android.gms,play-services-ads-lite,9.6.1
com.google.android.gms,play-services-ads-lite,9.8.0
com.google.android.gms,play-services-all-wear,10.0.0
com.google.android.gms,play-services-all-wear,10.0.1
com.google.android.gms,play-services-all-wear,10.2.0
com.google.android.gms,play-services-all-wear,10.2.1
com.google.android.gms,play-services-all-wear,6.5.87
com.google.android.gms,play-services-all-wear,7.0.0
com.google.android.gms,play-services-all-wear,7.3.0
com.google.android.gms,play-services-all-wear,7.5.0
com.google.android.gms,play-services-all-wear,7.8.0
com.google.android.gms,play-services-all-wear,8.1.0
com.google.android.gms,play-services-all-wear,8.3.0
com.google.android.gms,play-services-all-wear,8.4.0
com.google.android.gms,play-services-all-wear,9.0.0
com.google.android.gms,play-services-all-wear,9.0.1
com.google.android.gms,play-services-all-wear,9.0.2
com.google.android.gms,play-services-all-wear,9.2.0
com.google.android.gms,play-services-all-wear,9.2.1
com.google.android.gms,play-services-all-wear,9.4.0
com.google.android.gms,play-services-all-wear,9.6.0
com.google.android.gms,play-services-all-wear,9.6.1
com.google.android.gms,play-services-all-wear,9.8.0
com.google.android.gms,play-services-analytics,10.0.0
com.google.android.gms,play-services-analytics,10.0.1
com.google.android.gms,play-services-analytics,10.2.0
com.google.android.gms,play-services-analytics,10.2.1
com.google.android.gms,play-services-analytics,7.0.0
com.google.android.gms,play-services-analytics,7.3.0
com.google.android.gms,play-services-analytics,7.5.0
com.google.android.gms,play-services-analytics,7.8.0
com.google.android.gms,play-services-analytics,8.1.0
com.google.android.gms,play-services-analytics,8.3.0
com.google.android.gms,play-services-analytics,8.4.0
com.google.android.gms,play-services-analytics,9.0.0
com.google.android.gms,play-services-analytics,9.0.1
com.google.android.gms,play-services-analytics,9.0.2
com.google.android.gms,play-services-analytics,9.2.0
com.google.android.gms,play-services-analytics,9.2.1
com.google.android.gms,play-services-analytics,9.4.0
com.google.android.gms,play-services-analytics,9.6.0
com.google.android.gms,play-services-analytics,9.6.1
com.google.android.gms,play-services-analytics,9.8.0
com.google.android.gms,play-services-analytics-impl,10.0.0
com.google.android.gms,play-services-analytics-impl,10.0.1
com.google.android.gms,play-services-analytics-impl,10.2.0
com.google.android.gms,play-services-analytics-impl,10.2.1
com.google.android.gms,play-services-analytics-impl,9.0.0
com.google.android.gms,play-services-analytics-impl,9.0.1
com.google.android.gms,play-services-analytics-impl,9.0.2
com.google.android.gms,play-services-analytics-impl,9.2.0
com.google.android.gms,play-services-analytics-impl,9.2.1
com.google.android.gms,play-services-analytics-impl,9.4.0
com.google.android.gms,play-services-analytics-impl,9.6.0
com.google.android.gms,play-services-analytics-impl,9.6.1
com.google.android.gms,play-services-analytics-impl,9.8.0
com.google.android.gms,play-services-appindexing,6.5.87
com.google.android.gms,play-services-appindexing,7.0.0
com.google.android.gms,play-services-appindexing,7.3.0
com.google.android.gms,play-services-appindexing,7.5.0
com.google.android.gms,play-services-appindexing,7.8.0
com.google.android.gms,play-services-appindexing,8.1.0
com.google.android.gms,play-services-appindexing,8.3.0
com.google.android.gms,play-services-appindexing,8.4.0
com.google.android.gms,play-services-appindexing,9.0.0
com.google.android.gms,play-services-appindexing,9.0.1
com.google.android.gms,play-services-appindexing,9.0.2
com.google.android.gms,play-services-appindexing,9.2.0
com.google.android.gms,play-services-appindexing,9.2.1
com.google.android.gms,play-services-appindexing,9.4.0
com.google.android.gms,play-services-appindexing,9.6.0
com.google.android.gms,play-services-appindexing,9.6.1
com.google.android.gms,play-services-appindexing,9.8.0
com.google.android.gms,play-services-appinvite,10.0.0
com.google.android.gms,play-services-appinvite,10.0.1
com.google.android.gms,play-services-appinvite,10.2.0
com.google.android.gms,play-services-appinvite,10.2.1
com.google.android.gms,play-services-appinvite,7.3.0
com.google.android.gms,play-services-appinvite,7.5.0
com.google.android.gms,play-services-appinvite,7.8.0
com.google.android.gms,play-services-appinvite,8.1.0
com.google.android.gms,play-services-appinvite,8.3.0
com.google.android.gms,play-services-appinvite,8.4.0
com.google.android.gms,play-services-appinvite,9.0.0
com.google.android.gms,play-services-appinvite,9.0.1
com.google.android.gms,play-services-appinvite,9.0.2
com.google.android.gms,play-services-appinvite,9.2.0
com.google.android.gms,play-services-appinvite,9.2.1
com.google.android.gms,play-services-appinvite,9.4.0
com.google.android.gms,play-services-appinvite,9.6.0
com.google.android.gms,play-services-appinvite,9.6.1
com.google.android.gms,play-services-appinvite,9.8.0
com.google.android.gms,play-services-appstate,6.5.87
com.google.android.gms,play-services-appstate,7.0.0
com.google.android.gms,play-services-appstate,7.3.0
com.google.android.gms,play-services-appstate,7.5.0
com.google.android.gms,play-services-appstate,7.8.0
com.google.android.gms,play-services-appstate,8.1.0
com.google.android.gms,play-services-appstate,8.3.0
com.google.android.gms,play-services-appstate,8.4.0
com.google.android.gms,play-services-auth,10.0.0
com.google.android.gms,play-services-auth,10.0.1
com.google.android.gms,play-services-auth,10.2.0
com.google.android.gms,play-services-auth,10.2.1
com.google.android.gms,play-services-auth,8.3.0
com.google.android.gms,play-services-auth,8.4.0
com.google.android.gms,play-services-auth,9.0.0
com.google.android.gms,play-services-auth,9.0.1
com.google.android.gms,play-services-auth,9.0.2
com.google.android.gms,play-services-auth,9.2.0
com.google.android.gms,play-services-auth,9.2.1
com.google.android.gms,play-services-auth,9.4.0
com.google.android.gms,play-services-auth,9.6.0
com.google.android.gms,play-services-auth,9.6.1
com.google.android.gms,play-services-auth,9.8.0
com.google.android.gms,play-services-auth-base,10.0.0
com.google.android.gms,play-services-auth-base,10.0.1
com.google.android.gms,play-services-auth-base,10.2.0
com.google.android.gms,play-services-auth-base,10.2.1
com.google.android.gms,play-services-auth-base,9.0.0
com.google.android.gms,play-services-auth-base,9.0.1
com.google.android.gms,play-services-auth-base,9.0.2
com.google.android.gms,play-services-auth-base,9.2.0
com.google.android.gms,play-services-auth-base,9.2.1
com.google.android.gms,play-services-auth-base,9.4.0
com.google.android.gms,play-services-auth-base,9.6.0
com.google.android.gms,play-services-auth-base,9.6.1
com.google.android.gms,play-services-auth-base,9.8.0
com.google.android.gms,play-services-awareness,10.0.0
com.google.android.gms,play-services-awareness,10.0.1
com.google.android.gms,play-services-awareness,10.2.0
com.google.android.gms,play-services-awareness,10.2.1
com.google.android.gms,play-services-awareness,9.6.0
com.google.android.gms,play-services-awareness,9.6.1
com.google.android.gms,play-services-awareness,9.8.0
com.google.android.gms,play-services-base,10.0.0
com.google.android.gms,play-services-base,10.0.1
com.google.android.gms,play-services-base,10.2.0
