group_id,artifact_id,version_number
org.jmock,jmock-junit4,2.1.0-RC4
org.jmockit,jmockit-coverage,1.16-beta2
com.netflix.hystrix,hystrix-request-servlet,1.1.2
org.jmockit,jmockit-coverage,1.16-beta3
com.netflix.hystrix,hystrix-request-servlet,1.1.3
org.jmockit,jmockit-coverage,1.17
com.netflix.hystrix,hystrix-request-servlet,1.1.4
org.jmockit,jmockit-coverage,1.17-beta1
com.netflix.hystrix,hystrix-request-servlet,1.1.5
org.jmockit,jmockit-coverage,1.17-beta2
com.netflix.hystrix,hystrix-request-servlet,1.1.7
org.jmockit,jmockit-coverage,1.18
com.netflix.hystrix,hystrix-request-servlet,1.2.0
org.jmockit,jmockit-coverage,1.19
com.netflix.hystrix,hystrix-request-servlet,1.2.1
org.jmockit,jmockit-coverage,1.20
net.sf.xradar,xradar,1.0
com.netflix.hystrix,hystrix-request-servlet,1.2.10
org.jmockit,jmockit-coverage,1.21
net.sf.xradar,xradar,1.1
org.jmockit,jmockit-coverage,1.22
com.netflix.hystrix,hystrix-request-servlet,1.2.11
net.sf.xradar,xradar,1.1-beta
org.jmockit,jmockit-coverage,1.23
com.netflix.hystrix,hystrix-request-servlet,1.2.12
net.sf.xradar,xradar,1.1.2
org.jmockit,jmockit-coverage,1.9
org.jmock,jmock-legacy,2.1.0
com.netflix.hystrix,hystrix-request-servlet,1.2.13
com.netflix.hystrix,hystrix-request-servlet,1.2.14
com.netflix.hystrix,hystrix-request-servlet,1.2.15
org.jmock,jmock-legacy,2.1.0-RC4
com.netflix.hystrix,hystrix-request-servlet,1.2.16
com.netflix.hystrix,hystrix-request-servlet,1.2.17
com.netflix.hystrix,hystrix-request-servlet,1.2.18
com.netflix.hystrix,hystrix-request-servlet,1.2.2
com.netflix.hystrix,hystrix-request-servlet,1.2.3
com.netflix.hystrix,hystrix-request-servlet,1.2.4
com.netflix.hystrix,hystrix-request-servlet,1.2.5
com.netflix.hystrix,hystrix-request-servlet,1.2.6
com.netflix.hystrix,hystrix-request-servlet,1.2.7
com.netflix.hystrix,hystrix-request-servlet,1.2.8
com.netflix.hystrix,hystrix-request-servlet,1.2.9
com.netflix.hystrix,hystrix-request-servlet,1.3.0
com.netflix.hystrix,hystrix-request-servlet,1.3.1
com.github.manuelpeinado.multichoiceadapter,multichoiceadapter,3.0.0
org.jmxtrans.embedded,embedded-jmxtrans,1.0.0
com.github.manuelpeinado.multichoiceadapter,multichoiceadapter,3.0.1
com.netflix.hystrix,hystrix-request-servlet,1.3.10
org.jmxtrans.embedded,embedded-jmxtrans,1.0.1
com.netflix.hystrix,hystrix-request-servlet,1.3.11
com.github.manuelpeinado.multichoiceadapter,multichoiceadapter,3.1.0
org.jmxtrans.embedded,embedded-jmxtrans,1.0.10
com.netflix.hystrix,hystrix-request-servlet,1.3.12
org.jmxtrans.embedded,embedded-jmxtrans,1.0.11
com.netflix.hystrix,hystrix-request-servlet,1.3.13
org.jmxtrans.embedded,embedded-jmxtrans,1.0.12
com.netflix.hystrix,hystrix-request-servlet,1.3.15
org.jmxtrans.embedded,embedded-jmxtrans,1.0.13
com.netflix.hystrix,hystrix-request-servlet,1.3.16
org.jmxtrans.embedded,embedded-jmxtrans,1.0.14
com.netflix.hystrix,hystrix-request-servlet,1.3.17
org.jmxtrans.embedded,embedded-jmxtrans,1.0.15
com.netflix.hystrix,hystrix-request-servlet,1.3.18
org.jmxtrans.embedded,embedded-jmxtrans,1.0.3
com.netflix.hystrix,hystrix-request-servlet,1.3.19
org.jmxtrans.embedded,embedded-jmxtrans,1.0.4
com.netflix.hystrix,hystrix-request-servlet,1.3.2
org.jmxtrans.embedded,embedded-jmxtrans,1.0.6
org.jmxtrans.embedded,embedded-jmxtrans,1.0.5
com.netflix.hystrix,hystrix-request-servlet,1.3.20
com.netflix.hystrix,hystrix-request-servlet,1.3.3
org.jmxtrans.embedded,embedded-jmxtrans,1.0.7
com.netflix.hystrix,hystrix-request-servlet,1.3.4
org.jmxtrans.embedded,embedded-jmxtrans,1.0.8
com.netflix.hystrix,hystrix-request-servlet,1.3.5
net.sf.xsltmp,xslt-generator-maven-plugin,1.4
org.jmxtrans.embedded,embedded-jmxtrans,1.0.9
com.netflix.hystrix,hystrix-request-servlet,1.3.6
net.sf.xsltmp,xslt-generator-maven-plugin,1.5
org.jmxtrans.embedded,embedded-jmxtrans,1.1.0
com.netflix.hystrix,hystrix-request-servlet,1.3.7
org.jmxtrans.embedded,embedded-jmxtrans,1.1.1
net.sf.xsltmp,xslt-generator-maven-plugin,1.6
com.netflix.hystrix,hystrix-request-servlet,1.3.8
org.jmxtrans.embedded,embedded-jmxtrans,1.1.2
net.sf.xsltmp,xslt-generator-maven-plugin,1.7
com.netflix.hystrix,hystrix-request-servlet,1.3.9
org.jmxtrans.embedded,embedded-jmxtrans,1.1.3
net.sf.xsltmp,xslt-generator-maven-plugin,1.8
com.netflix.hystrix,hystrix-request-servlet,1.4.0
com.netflix.hystrix,hystrix-request-servlet,1.4.0-RC1
com.netflix.hystrix,hystrix-request-servlet,1.4.0-RC2
com.netflix.hystrix,hystrix-request-servlet,1.4.0-RC3
com.netflix.hystrix,hystrix-request-servlet,1.4.0-RC4
com.netflix.hystrix,hystrix-request-servlet,1.4.0-RC5
com.netflix.hystrix,hystrix-request-servlet,1.4.0-RC6
com.netflix.hystrix,hystrix-request-servlet,1.4.0-rc.7
com.netflix.hystrix,hystrix-request-servlet,1.4.0-rc.8
com.netflix.hystrix,hystrix-request-servlet,1.4.0-rc.9
com.netflix.hystrix,hystrix-request-servlet,1.4.1
com.netflix.hystrix,hystrix-request-servlet,1.4.10
com.netflix.hystrix,hystrix-request-servlet,1.4.10-rc.1
com.netflix.hystrix,hystrix-request-servlet,1.4.11
com.netflix.hystrix,hystrix-request-servlet,1.4.12
com.netflix.hystrix,hystrix-request-servlet,1.4.13
com.netflix.hystrix,hystrix-request-servlet,1.4.14
com.netflix.hystrix,hystrix-request-servlet,1.4.15
com.netflix.hystrix,hystrix-request-servlet,1.4.16
com.netflix.hystrix,hystrix-request-servlet,1.4.17
com.netflix.hystrix,hystrix-request-servlet,1.4.18
com.netflix.hystrix,hystrix-request-servlet,1.4.2
com.netflix.hystrix,hystrix-request-servlet,1.4.20
com.netflix.hystrix,hystrix-request-servlet,1.4.21
com.netflix.hystrix,hystrix-request-servlet,1.4.22
com.netflix.hystrix,hystrix-request-servlet,1.4.23
com.netflix.hystrix,hystrix-request-servlet,1.4.24
com.netflix.hystrix,hystrix-request-servlet,1.4.25
com.netflix.hystrix,hystrix-request-servlet,1.4.26
com.netflix.hystrix,hystrix-request-servlet,1.4.3
com.netflix.hystrix,hystrix-request-servlet,1.4.4
com.netflix.hystrix,hystrix-request-servlet,1.4.5
org.joda,joda-convert,1.0
com.netflix.hystrix,hystrix-request-servlet,1.4.6
com.netflix.hystrix,hystrix-request-servlet,1.4.7
org.joda,joda-convert,1.1
com.netflix.hystrix,hystrix-request-servlet,1.4.8
org.joda,joda-convert,1.1.1
org.apache.dvsl,dvsl,1.0
com.netflix.hystrix,hystrix-request-servlet,1.4.9
org.joda,joda-convert,1.2
com.netflix.hystrix,hystrix-request-servlet,1.5.0
org.joda,joda-convert,1.3
com.netflix.hystrix,hystrix-request-servlet,1.5.0-rc.1
org.joda,joda-convert,1.3.1
com.netflix.hystrix,hystrix-request-servlet,1.5.0-rc.2
org.joda,joda-convert,1.4
com.netflix.hystrix,hystrix-request-servlet,1.5.0-rc.3
org.joda,joda-convert,1.5
com.netflix.hystrix,hystrix-request-servlet,1.5.0-rc.4
org.joda,joda-convert,1.6
com.netflix.hystrix,hystrix-request-servlet,1.5.0-rc.5
org.joda,joda-convert,1.7
com.netflix.hystrix,hystrix-request-servlet,1.5.1
org.joda,joda-convert,1.8
com.netflix.hystrix,hystrix-request-servlet,1.5.2
org.joda,joda-convert,1.8.1
com.netflix.hystrix,hystrix-request-servlet,1.5.3
com.netflix.hystrix,hystrix-request-servlet,1.5.3-rc.1
com.netflix.hystrix,hystrix-request-servlet,1.5.3-rc.2
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.0
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.0-RC5
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.0-RC6
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.0-rc.7
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.0-rc.8
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.0-rc.9
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.1
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.10
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.10-rc.1
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.11
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.12
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.13
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.14
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.15
com.github.maxbraun,phantomjs-wrapper,1.0.0
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.16
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.17
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.18
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.2
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.20
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.21
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.22
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.23
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.24
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.25
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.26
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.3
org.joml,joml,1.4.0
org.joml,joml,1.6.6
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.4
org.joml,joml,1.5.0
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.5
org.joml,joml,1.6.0
org.joml,joml,1.6.5
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.6
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.7
org.joml,joml,1.6.7
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.8
org.joml,joml,1.6.8
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.4.9
org.joml,joml,1.7.0
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.5.0
org.joml,joml,1.7.1
org.jongo,jongo,0.1
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.5.0-rc.1
org.joml,joml,1.8.0
org.jongo,jongo,0.2
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.5.0-rc.2
org.joml,joml,1.8.1
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.5.0-rc.3
org.jongo,jongo,0.3
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.5.0-rc.4
org.jongo,jongo,0.4
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.5.0-rc.5
org.jongo,jongo,1.0
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.5.1
org.jongo,jongo,1.1
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.5.2
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.5.3
org.jongo,jongo,1.2
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.5.3-rc.1
org.jongo,jongo,1.3.0
com.netflix.hystrix,hystrix-rx-netty-metrics-stream,1.5.3-rc.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.1.0
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.1.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.1.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.1.3
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.1.4
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.1.5
com.googlecode.xmemcached,xmemcached,1.2.5
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.1.7
com.googlecode.xmemcached,xmemcached,1.2.6.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.0
com.googlecode.xmemcached,xmemcached,1.2.6.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.1
com.googlecode.xmemcached,xmemcached,1.3.0
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.10
com.googlecode.xmemcached,xmemcached,1.3.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.11
com.googlecode.xmemcached,xmemcached,1.3.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.12
com.googlecode.xmemcached,xmemcached,1.3.3
com.github.medyo,android-about-page,1.0
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.13
com.googlecode.xmemcached,xmemcached,1.3.4
com.github.medyo,android-about-page,1.0.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.14
com.googlecode.xmemcached,xmemcached,1.3.5
com.github.medyo,android-about-page,1.0.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.15
com.googlecode.xmemcached,xmemcached,1.3.6
com.github.medyo,android-about-page,1.0.4
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.16
com.googlecode.xmemcached,xmemcached,1.3.7
com.github.medyo,android-about-page,1.0.5
com.googlecode.xmemcached,xmemcached,1.3.8
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.17
com.github.medyo,android-about-page,1.0.6
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.18
com.googlecode.xmemcached,xmemcached,1.3.9
com.github.medyo,android-about-page,1.0.7
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.2
com.googlecode.xmemcached,xmemcached,1.4.0
org.jogamp.gluegen,gluegen-rt-main,2.0-rc11
com.googlecode.xmemcached,xmemcached,1.4.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.3
org.jogamp.gluegen,gluegen-rt-main,2.0.2
com.googlecode.xmemcached,xmemcached,1.4.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.4
org.jogamp.gluegen,gluegen-rt-main,2.0.2-rc12
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.5
com.googlecode.xmemcached,xmemcached,1.4.3
org.jogamp.gluegen,gluegen-rt-main,2.1.0
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.6
com.googlecode.xmemcached,xmemcached,2.0.0
org.jogamp.gluegen,gluegen-rt-main,2.1.1
com.github.medyo,fancybuttons,1.0
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.7
org.jogamp.gluegen,gluegen-rt-main,2.1.2
com.github.medyo,fancybuttons,1.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.8
com.github.medyo,fancybuttons,1.2
org.jogamp.gluegen,gluegen-rt-main,2.1.3
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.2.9
org.jogamp.gluegen,gluegen-rt-main,2.1.4
com.github.medyo,fancybuttons,1.3
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.0
com.github.medyo,fancybuttons,1.4
org.jogamp.gluegen,gluegen-rt-main,2.1.5
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.1
com.github.medyo,fancybuttons,1.5
org.jogamp.gluegen,gluegen-rt-main,2.1.5-01
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.10
com.github.medyo,fancybuttons,1.6
org.jogamp.gluegen,gluegen-rt-main,2.2.0
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.11
com.github.medyo,fancybuttons,1.7
org.jogamp.gluegen,gluegen-rt-main,2.2.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.12
com.github.medyo,fancybuttons,1.8
org.jogamp.gluegen,gluegen-rt-main,2.2.4
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.13
com.github.medyo,fancybuttons,1.8.1
org.jogamp.gluegen,gluegen-rt-main,2.3.0
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.15
org.jparsec,jparsec,2.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.16
org.jogamp.gluegen,gluegen-rt-main,2.3.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.17
org.jogamp.gluegen,gluegen-rt-main,2.3.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.18
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.19
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.20
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.3
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.4
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.5
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.6
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.7
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.8
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.3.9
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.0
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.0-RC1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.0-RC2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.0-RC3
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.0-RC4
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.0-RC5
org.jodd,jodd-http,3.4.10
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.0-RC6
org.jodd,jodd-http,3.4.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.0-rc.7
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.0-rc.8
org.jodd,jodd-http,3.4.4
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.0-rc.9
org.jodd,jodd-http,3.4.5
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.1
org.jodd,jodd-http,3.4.7
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.10
org.jodd,jodd-http,3.4.8
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.10-rc.1
org.jodd,jodd-http,3.4.9
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.11
org.jodd,jodd-http,3.5
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.12
org.jodd,jodd-http,3.5.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.13
org.jodd,jodd-http,3.5.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.14
org.jodd,jodd-http,3.6
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.15
org.jodd,jodd-http,3.6-RC1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.16
org.jodd,jodd-http,3.6.0-BETA1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.17
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.18
org.jodd,jodd-http,3.6.0-BETA2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.2
org.jodd,jodd-http,3.6.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.20
org.jodd,jodd-http,3.6.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.21
org.jodd,jodd-http,3.6.2-BETA1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.22
org.jodd,jodd-http,3.6.3
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.23
org.jodd,jodd-http,3.6.4
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.24
org.jodd,jodd-http,3.6.5
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.25
org.jodd,jodd-http,3.6.5-BETA1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.26
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.3
org.jodd,jodd-http,3.6.6
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.4
org.jodd,jodd-http,3.6.7
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.5
org.jodd,jodd-http,3.7
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.6
org.jodd,jodd-http,3.7.1
org.jproggy,snippetory,0.9.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.7
org.jproggy,snippetory,0.9.3
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.8
org.jproggy,snippetory,0.9.4
com.typesafe,config,0.3.1
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.4.9
org.jproggy,snippetory,0.9.4.1
com.typesafe,config,0.4.0
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.5.0
com.typesafe,config,0.4.1
org.jproggy,snippetory,0.9.5
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.5.0-rc.1
org.fusesource,sigar,1.6.4
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.5.0-rc.2
com.google.auto,auto-common,0.1
org.jproggy,snippetory,0.9.5.1
com.typesafe,config,0.5.0
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.5.0-rc.3
com.typesafe,config,0.5.2
com.google.auto,auto-common,0.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.5.0-rc.4
com.google.auto,auto-common,0.3
com.typesafe,config,0.6.0
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.5.0-rc.5
com.typesafe,config,1.0.0
com.google.auto,auto-common,0.4
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.5.1
com.typesafe,config,1.0.1
com.google.auto,auto-common,0.5
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.5.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.5.3
com.github.mifmif,generex,0.0.1
com.typesafe,config,1.0.2
com.google.auto,auto-common,0.6
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.5.3-rc.1
com.typesafe,config,1.1.0-4dd6c85cab1ef1a4415abb74704d60e57497b7b8
com.github.mifmif,generex,0.0.2
com.netflix.hystrix,hystrix-servo-metrics-publisher,1.5.3-rc.2
com.typesafe,config,1.1.0-9f31d6308e7ebbc3d7904b64ebb9f61f7e22a968
com.github.mifmif,generex,0.0.3
com.github.mfornos,humanize-slim,0.1.2
com.typesafe,config,1.2.0
com.github.mifmif,generex,0.0.4
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.1.1
com.github.mifmif,generex,1.0.0
com.typesafe,config,1.2.1
com.github.mfornos,humanize-slim,0.1.3
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.1.2
com.typesafe,config,1.3.0
com.github.mifmif,generex,1.0.0-RC
com.github.mfornos,humanize-slim,0.1.4
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.1.3
com.google.auto.factory,auto-factory,0.1-beta1
com.typesafe,config,1.3.0-M1
com.github.mifmif,generex,1.0.1
com.github.mfornos,humanize-slim,0.1.5
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.1.4
com.typesafe,config,1.3.0-M2
com.github.mfornos,humanize-slim,1.0.0
com.google.auto.factory,auto-factory,1.0-beta2
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.1.5
com.typesafe,config,1.3.0-M3
com.github.mfornos,humanize-slim,1.1.1
com.google.auto.factory,auto-factory,1.0-beta3
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.1.7
com.github.mfornos,humanize-slim,1.1.2
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.0
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.10
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.11
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.12
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.13
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.14
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.15
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.16
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.17
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.18
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.2
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.3
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.4
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.5
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.6
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.7
com.github.mfornos,humanize-ucum,1.0.0
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.8
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.2.9
com.github.mfornos,humanize-ucum,1.1.1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.0
com.github.mfornos,humanize-ucum,1.1.2
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.10
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.11
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.12
com.google.caliper,caliper,0.5-rc1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.13
com.google.caliper,caliper,1.0-beta-1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.15
com.google.caliper,caliper,1.0-beta-2
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.16
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.17
com.google.classpath-explorer,classpath-explorer,1.0
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.18
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.19
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.2
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.20
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.3
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.4
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.5
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.6
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.7
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.8
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.3.9
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.0
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.0-RC1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.0-RC2
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.0-RC3
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.0-RC4
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.0-RC5
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.0-RC6
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.0-rc.7
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.0-rc.8
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.0-rc.9
org.jodd,jodd-lagarto,3.4.4
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.10
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.10-rc.1
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.11
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.12
com.netflix.hystrix,hystrix-yammer-metrics-publisher,1.4.13
